"PartitionKey","RowKey","Timestamp","DeviceId","SensorId","Type","Unit","Value","ReceivedAtUtc"
"hivewatch-esp32-board2","202607121223117535460-b69a1b0327714143a5b687cf52b4d317","2026-07-12T12:23:11.853084+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.44","2026-07-12T12:23:11.753546+00:00"
"hivewatch-esp32-board2","202607121228126701864-d045e0e7259d4fea84acc50c6ec2d641","2026-07-12T12:28:12.769188+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.5","2026-07-12T12:28:12.670186+00:00"
"hivewatch-esp32-board2","202607121233133986598-60e29f3892d0405ca93319d2dc7e3930","2026-07-12T12:33:13.493157+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.44","2026-07-12T12:33:13.398659+00:00"
"hivewatch-esp32-board2","202607121238142626835-82458701c7814522b5eb0190da28ffd6","2026-07-12T12:38:14.358557+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.44","2026-07-12T12:38:14.262683+00:00"
"hivewatch-esp32-board2","202607121243151154879-6ded6c9ed9c54ffc99a3b46113a20dcb","2026-07-12T12:43:15.202823+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.44","2026-07-12T12:43:15.115487+00:00"
"hivewatch-esp32-board2","202607121248164676498-eea8fe8f0ed14515b9d527324dddd741","2026-07-12T12:48:16.566195+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.5","2026-07-12T12:48:16.467649+00:00"
"hivewatch-esp32-board2","202607121253164838711-8a1ddd041b9645c9af410d12b431b2aa","2026-07-12T12:53:16.591793+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.5","2026-07-12T12:53:16.483871+00:00"
"hivewatch-esp32-board2","202607121258162875341-217ed477210b45c79aeb93e6afe12adb","2026-07-12T12:58:16.400484+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.5","2026-07-12T12:58:16.287534+00:00"
"hivewatch-esp32-board2","202607121303170666505-56e248d1bbea4f43862863c57aece8f9","2026-07-12T13:03:17.171497+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.5","2026-07-12T13:03:17.066650+00:00"
"hivewatch-esp32-board2","202607121308178771504-3def978e6f604f6aab3856efbcb47e1b","2026-07-12T13:08:17.969178+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.5","2026-07-12T13:08:17.877150+00:00"
"hivewatch-esp32-board2","202607121313186106350-69f62a3ec97a4afc88672e0c55b37b0b","2026-07-12T13:13:18.703673+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.56","2026-07-12T13:13:18.610635+00:00"
"hivewatch-esp32-board2","202607121318193327399-f576149f85124f598dc601a774e4422d","2026-07-12T13:18:19.418926+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.56","2026-07-12T13:18:19.332739+00:00"
"hivewatch-esp32-board2","202607121323202475163-d648632f4826420fa1a5f7660e9c6f35","2026-07-12T13:23:20.345236+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.56","2026-07-12T13:23:20.247516+00:00"
"hivewatch-esp32-board2","202607121328210146270-0b59caeb0dad43ab9848e4d96abf3aa8","2026-07-12T13:28:21.107607+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.56","2026-07-12T13:28:21.014627+00:00"
"hivewatch-esp32-board2","202607121333218393503-c297f246141041c1bc514c9d78b335dc","2026-07-12T13:33:21.945397+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.56","2026-07-12T13:33:21.839350+00:00"
"hivewatch-esp32-board2","202607121338227647210-aae97aa37d474c39974c0ca7dd0b2510","2026-07-12T13:38:22.869802+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.56","2026-07-12T13:38:22.764721+00:00"
"hivewatch-esp32-board2","202607121343235625055-c7af5f9990fe45738170fe7d596cf69f","2026-07-12T13:43:23.647540+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.62","2026-07-12T13:43:23.562505+00:00"
"hivewatch-esp32-board2","202607121348231652680-b87252e9939e47a2ad2dc41bd6c9a9fc","2026-07-12T13:48:23.184149+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.62","2026-07-12T13:48:23.165268+00:00"
"hivewatch-esp32-board2","202607121353248393037-f3679460f891470687d33073abf867f9","2026-07-12T13:53:24.935027+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.69","2026-07-12T13:53:24.839303+00:00"
"hivewatch-esp32-board2","202607121358255597326-b3d2559d8a954ff396224448cac3fbeb","2026-07-12T13:58:25.653749+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.69","2026-07-12T13:58:25.559732+00:00"
"hivewatch-esp32-board2","202607121403264076400-b815be6c5dfa4dc18e95b78ee329877a","2026-07-12T14:03:26.503901+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.69","2026-07-12T14:03:26.407640+00:00"
"hivewatch-esp32-board2","202607121408272066653-1954c0fe92d444b5a8099a4a712ae23f","2026-07-12T14:08:27.317564+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.69","2026-07-12T14:08:27.206665+00:00"
"hivewatch-esp32-board2","202607121413279690292-3115eeddd8e547cab48fcb24cfcd6779","2026-07-12T14:13:28.069403+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.69","2026-07-12T14:13:27.969029+00:00"
"hivewatch-esp32-board2","202607121418288720843-50ef1522495345a28b683481ab1d08a8","2026-07-12T14:18:28.982100+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.69","2026-07-12T14:18:28.872084+00:00"
"hivewatch-esp32-board2","202607121423296964893-e83ec4b826bd49cfa87bf73695464fcf","2026-07-12T14:23:29.795647+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.69","2026-07-12T14:23:29.696489+00:00"
"hivewatch-esp32-board2","202607121428307025960-25d5d94f6ca74598a9cb8df752704339","2026-07-12T14:28:30.811215+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.75","2026-07-12T14:28:30.702596+00:00"
"hivewatch-esp32-board2","202607121433305422234-46ea32b2ed7a40acad9723983353946f","2026-07-12T14:33:30.668898+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.75","2026-07-12T14:33:30.542223+00:00"
"hivewatch-esp32-board2","202607121438313629410-1da2aa8a4eee43dd97f330001a0d34be","2026-07-12T14:38:31.463570+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.69","2026-07-12T14:38:31.362941+00:00"
"hivewatch-esp32-board2","202607121443322080139-f7587969a5fc424aa06dd046e95782f8","2026-07-12T14:43:32.304588+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.75","2026-07-12T14:43:32.208013+00:00"
"hivewatch-esp32-board2","202607121449183224798-3f7273a53ed940ec967058e42979b7ae","2026-07-12T14:49:18.418412+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.75","2026-07-12T14:49:18.322479+00:00"
"hivewatch-esp32-board2","202607121453331857215-41042b8f150f4e3398dd049a439e37ed","2026-07-12T14:53:33.293059+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.81","2026-07-12T14:53:33.185721+00:00"
"hivewatch-esp32-board2","202607121458342232953-8ed2a891b47c4b4095b92115d32cfb7e","2026-07-12T14:58:34.341249+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.75","2026-07-12T14:58:34.223295+00:00"
"hivewatch-esp32-board2","202607121503341488182-ba9ae5909f17481a8c6e80465b8b6939","2026-07-12T15:03:34.252455+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.81","2026-07-12T15:03:34.148818+00:00"
"hivewatch-esp32-board2","202607121508351107601-d0ae4ab1a52e48ccb59905fbc64ded18","2026-07-12T15:08:35.203466+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.88","2026-07-12T15:08:35.110760+00:00"
"hivewatch-esp32-board2","202607121513359329039-2660b1a9815242f7b58008ec81065d96","2026-07-12T15:13:36.034105+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.88","2026-07-12T15:13:35.932903+00:00"
"hivewatch-esp32-board2","202607121518367791919-62817444cd01478e81af63a1ae3fa850","2026-07-12T15:18:36.872853+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.88","2026-07-12T15:18:36.779191+00:00"
"hivewatch-esp32-board2","202607121523375530172-6e3b384cf0064656964cca55ae933846","2026-07-12T15:23:37.650532+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.88","2026-07-12T15:23:37.553017+00:00"
"hivewatch-esp32-board2","202607121528384389391-0dd36cc394b44e44b667b2defe70d506","2026-07-12T15:28:38.547007+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.88","2026-07-12T15:28:38.438939+00:00"
"hivewatch-esp32-board2","202607121533397968220-374ab8cb88e94d6dab8c9bc4a8d6cd08","2026-07-12T15:33:39.901683+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.88","2026-07-12T15:33:39.796822+00:00"
"hivewatch-esp32-board2","202607121538401295330-619c5fa34f684538a968c53e0b9565e8","2026-07-12T15:38:40.238564+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.88","2026-07-12T15:38:40.129533+00:00"
"hivewatch-esp32-board2","202607121543409586793-d6fe965521f54c78aeadcde1cd39ef9d","2026-07-12T15:43:41.072520+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.88","2026-07-12T15:43:40.958679+00:00"
"hivewatch-esp32-board2","202607121548409143110-284206c6a0134131a1e8d1d4de2d9c76","2026-07-12T15:48:41.011090+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.88","2026-07-12T15:48:40.914311+00:00"
"hivewatch-esp32-board2","202607121553419343694-e1a711f1e9734734854206a8c8a85e28","2026-07-12T15:53:42.031046+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.88","2026-07-12T15:53:41.934369+00:00"
"hivewatch-esp32-board2","202607121558427934941-65b2ab4c402e427cb10f4c3d835724f8","2026-07-12T15:58:42.890651+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.94","2026-07-12T15:58:42.793494+00:00"
"hivewatch-esp32-board2","202607121603440478778-e4c27fe8f4ab46e19e95e52c19534ffa","2026-07-12T16:03:44.161179+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.88","2026-07-12T16:03:44.047877+00:00"
"hivewatch-esp32-board2","202607121608439280316-78059541f7ff451fb1f0194d4747eeb9","2026-07-12T16:08:44.042942+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.88","2026-07-12T16:08:43.928031+00:00"
"hivewatch-esp32-board2","202607121613450436650-c97be52186094abdb67b139c60b9b705","2026-07-12T16:13:45.150969+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.88","2026-07-12T16:13:45.043665+00:00"
"hivewatch-esp32-board2","202607121618449278797-9099ad9c608547e8b5762cdbc0a6ab41","2026-07-12T16:18:45.037563+00:00","hivewatch-esp32-board2","ds18b20-1","temperature","C","25.88","2026-07-12T16:18:44.927879+00:00"
